review,rating
cepat memuaskan,5
"Dari awal pakai ekspedisi ini selalu memuaskan, driver sabar dan komunikasi bagus",5
lancar tdk mengecewakan,5
Sangat membantu,5
ok,5
good,5
sopir ramah,5
ok,5
"Tingkatkan untuk seting titik lokasi secara manual! kerna titik lokasi selalu melarat, bikin saya sama driver kesel.",4
"Saya pelanggan baru, Awalnya saya suka.. tapi sekarang jadi males gara gara 1 Pegawai gojek yg kurang sopan, lama, Pokoknya bikin kecewa,",3
"aplikasi gila, driver dapet potongan gak masuk akal, penggunaan dapet tambahan uang yang di luar nalar",1
Driver baik sekali.,5
jom / jom main iki / ini ²,5
wokayy,5
ok,5
sangat membantu,5
luar biasa tapi diskon ny ksh lebih lh,5
aplikasi gila,1
driver pilih² penumpang giliran udah ambil kaga mau jalan. pemalas,2
baik orangnya,5
sangat memudahkan perjalanan,5
Bagus,5
𝚜𝚎𝚓𝚊𝚞𝚑 𝚒𝚗𝚒 𝚜𝚞𝚔𝚊 𝚌𝚞𝚔𝚞𝚙 𝚋𝚊𝚐𝚞𝚜 𝚜𝚎𝚌𝚊𝚛𝚊 𝚏𝚞𝚗𝚐𝚜𝚒,5
"kurir nya kan beda"" orang ska ada yg judes kalau psen grab tp klau gocart mah baik """,5
terima kasih sudah amanah,5
drive baik,5
"Sebetulnya saya sdh lama pakai gojeg, berhubung hp saya jatuh, jadi bnyk yang hilang",5
bagus mantap,4
"lama lama gak enak,apaan goride sm gocar kalo yg biasa gak mau ambil,maunya yg comfort...gile ajee gak prnah ada diskon pulak...",1
kadang suka susah dapet driver,5
oke,5
"bagus, baik dan lancar",5
Nice,5
"Aman saat berkendara tdk ugal2lan, pengemudi ramah",5
bermanfaat,5
"ribet skrng go send mah minta kode ini itulah . nomet hp disamarkan, kata nya perusahaan teknologi hal begini ajah dibikin ribet. klo mau dibuat sistem lacak imei ajah dari pada minta kode verifikasi bertele tele",2
mantabbb,5
baru pertama x,5
good,5
saya memesan gojek pas cari driver nya lama banget ada 1 jam padahal banyak driver di peta,2
good,5
HALAHH DRIVER DI CANCEL TRS,1
"sangat membatu ketika di butuhkan,",5
good Apk,5
weeyyyyyy susah amat nyari driver busuk amat ni aplikasi,1
no wa gojek tolong di kirim masa saldo berkurang tampa ada konfirmasi ke saya,1
"sedikit kecewa sama gojek skrg, niat gosend biar beberapa jam nyampe, tapi dari kemarin udh dpet pda batalin padahal jarak ga jauh dan barang ga berat, smpe skrg masih gaada driver yg mau, pdhal ya sy ga pernah komplen apapun meski kadang di minta lebih dgn dalih parkir atau apalah itu kdg sengaja di lebihin sbg tip, ttep aja sistem seakan ga ngebaca permintaan :/",3
oke aja,5
mantap,5
untuk pin cari mapnya mudah dimudahkan.... mau tnya bisa gak sih kita lihat posisi kita di zona merah atau tidak?,5
oke,4
tidak punya simpati,1
mempermudah aktivitas..,5
Ok,5
sudah nunggu berjam2 tapi tiba2 dj batalin pesanannya. kalo memang ada kendala sistem dari awal aja batalin pesanaan jangan sampai nunggu berjam2.,1
sangat bermanfaat,5
mantap,5
dengan bangga jadi mitra gojjek tranpatasi 5*,5
drivernya selalu men cancel orderan,1
ga ada fitur chat ke customer servis,1
senang,5
"Apk nya sering keluar sendiri, kadang gk bisa kebuka, jadi susah kalau lagi ada keperluan mendesak",5
mntap,5
ok,5
"keren, banyak diskon kalau gofood hehe kalau kendaraan agak mahal dikt",5
aplikasi oke,5
aku tidak pernh merasa daftar in resto ku di gojek .... tp pihak gojek daftarin sendri dengan sitem pembayaran cash .... dan menu nya menyimpang dari resto ku .... sudah puluhan x driver nyasar di resto . knapa g d blokir aja akun nya . malah buat bulan² an driver...... MERESAHKAN SAJA !,1
bagus,5
Sangat Baik,5
Good,5
sgt mhibur,5
sekarang makin buruk. susah dapet driver padahal gak hujan dan gak terlalu malem. parah banget sih gk membantu sama sekali,2
"Aplikasi Gratifikasi. Di Customer ada biaya layanan + biaya aplikasi, Di Driver ada jual beli orderan, gak beli paket, Driver ga akan dapat order",1
muuaanntaaffff..,5
bgus,5
Ini saya yg gak bisa login. WA nya nomor saya pribadi. Email punya saya. Bukti transfer sudah saya kirim. Kenapa tidak ada mekanisme yg jelas ? Salah nya di sistem gojek kenapa OTP email gak masuk? Kenapa harus 2 OTP? OTP WA sudah masuk padahal. Aneh. Gojek begini banget sistemnya. Menyesal saya punya 2 akun gojek dua2 nya aktif. Saatnya uninstall aplikasi anak bangsa,1
"kebanyakan driver yang tidak memprioritaskan penumpang, driver seenaknya aja",1
naik e byk bgt ongkosx,1
tepat waktu,5
pokok y oke,5
"good, sudah pake lama",5
"kapitalis , nyusahin driver , customer bayar 20, driver dpt 8k 😂😂🗿",1
nice,5
awesome,5
"Pokoke jempolan,,,,",5
aplikasi sangat membantu,5
"pencarian driver nya lama pdhl Uda pake prioritas pdhl, cb di akun lain juga gitu pdhl titik nya ud jalan raya bgt ga pelosok kampung²",2
"perusahaan laknat, saham loh tuh nyungsep. mending bangkrut aja sekalian",1
driver goride hemat lo buat langganan gacor goride hemat di aplikasi gojek driver bayar 20 rebu diluar komisi 20% jadi goride hemat sih gojek dapet 20%tarif driver dan tambah 20 rebu per 1 driver 1 hari. argo goride hemat ke driver jadi lebih kecil dari layanan goride,1
sangat baik,5
"tiap pesen gofood susah banget dapet driver, apa karna pake vocer jadinya driver gak mau nerima?",3
cepat akurat,5
nunggu 2 jam ga di acc cancel. katanya sesuai estimasi? sebelum mesen sejam itu udah dianter kesini. bodoh,1
"gabisa batalin makannn,hrus nunggu sampai 1 jam dlu gjls",1
sangat membantu,5
"Seringkali dapat driver yang tidak kooperatif, tidak ada konfirmasi mengambil order atau tidak, dan sering menunggu driver sangat lama karena tidak bergerak",1
"kenapa si driver gojek sekarang pada kaya gini, order makanan kucing udah 5 driver yg nolak padahal lokasi dekat. giliran dapet malah gamau jalan kedepan dikit alesannya ada aja pdhal sy bayar loh. makin lama makin gajelas yg awalnya suka sm gojek jd gasuka, mana tarifnya makin mahal",3
baik dan ramah,5
Mantapp,5
harga terlalu mahal dan driver sedikit,1
bagus,5
baik,5
mantap Gojek maju trus jaya selalu,5
selalu susah dapat driver,1
Dapat orderan fiktif dari gofood.,1
OKEEEEE,5
terima kasih aplikasi gojek. dengan aplikasi gojek saya bisa memesan makanan dengan mudah.,5
ok,5
terima kasih kak,5
ok,5
pesen food masak harus nunggu driver dulu...keburu laper njir 50menitan lagi nungguinnya,2
"Sangat sulit mencari driver, kondisi sudah lapar, padahal sekitar tempat banyak driver",1
sy bnr' kecewa sm driver nya yg gajelas itu tolong min klo driver dh mau balek ya gausa nyalain apk masa yg disalahin customer nya GA RESPECT.,2
"GOJEK GOFOOD❤️.AKU SANGAT MENCINTAI GOJEK.GOJEK,GOFOOD👍👍🌟🌟🌟🌟🌟🌟🌟❤️❤️❤️❤️❤️❤️❤️❤️❤️",5
"katanya lokasi saya tidak ada, JADI MAU TUNGGU SAYA MATI KELAPARAN MALAM MALAM GINI?!",1
"abis diperbarui malah eror, mulai dari susah dapat driver, sampai pas kasih penilaian ke driver mau kasih tip gitu memuat ulang trs, udah coba lagi coba lagi sampai jari mau putus ngga bisa bisa. diperbarui bukannya jadi lebih baik malah sebaliknya.",3
aplikator rusak tarif lo potong ye driver cuman dapet dikit banget,1
edit jadi 1 ajah. point saya dirampok,3
sangat membantu,5
"pikir dulu kalo mo join, ngeri tingkat dewa. selamat bagi yg sudah terbebas dapat pekerjaan lain",1
sangat terbantu,5
dua kali di cancel gegara ga dapet driver nunggunya 1 jam lebihh customer service juga ga bisa nyelesain masalah cuma suruh nunggu,1
mantap,5
mantap,5
"aplikasi dajal, nunggu sejam driver gaada",1
"maaf jarang sekali saya beri nilai buruk, tapi banyak sekali eror aplikasi, selama penggunaan akhir-akhir ini sangat sering kesulitan driver baik untuk fitur goride maupun gofood.",2
"terLaLu sering susah dapet gojek, seharusnya dibuat aturan nolak sekali langsung suspend 3-7 hari",2
bantu driver dari sistem kapitalis,1
"Hampir sejam nunggu g dpt2 driver, padahal sudah pake prioritas",1
ok,5
tambah menurun ...biasa klu sdh dikenal pasti kualitas menurun beda dgn waktu pertama kali hadir🙃🙃🙃,1
sudah sampai tujuan dan dibayar perjalan kok sistem Bisa bisa nya membatalkan perjalanan..Go LuX driver tidak Amanah...jika diperjalanan ada apa2 bagaimana pertanggung jawaban aplikator nya ..,1
good aplikasi,5
Sebetul nya gojek sangat membantu tpi masih banyak driver yang ........!!! Walaupun tidak semua. Terimakasih gojek untuk terakhir kali ny 🙏 kapok saya,5
mantaapp gojek,5
bagus,5
"Akhir2 ini susah banget mau pesan gofood, udah nunggu lama gak dapat driver juga, TOMBOL ""CANCEL"" BARU MUNCUL SETELAH 1 JAM NUNGGU TANPA KEPASTIAN, padahal udah mepet banget mau buka puasa.",2
Gercep,4
mantappppp pollll pokoknya gojek semakin di depan.,5
"kasih rating segini dulu, soalnya sekarang selalu susah cari driver. bukan cuma driver aja tapi kalau pesan gofood juga suka di cancel sepihak.",2
"driver susah dicari karena pembagian hasil ga beres , bikin sistem ngerugiiin pekerja ga rekomended ini aplikator mending pindah ke aplikator lain lebih waras",1
"driver tidak ada di sekitar Medan Brayan ,asal pesan selalu jauh driver nya ujung ujung nya di batalkan . padahal di jam 7 malam dimana di jalan driver banyak lalu lalang .",1
ok nyaman,5
"ini kenapa dah gk diapa2in cuman buka aplkasi bisa terpesan sendiri, pdahal aplkasi sudah dikeluarin, sebel",3
good job,5
"Pesan paket sameday tapi selalu bermasalah. Pesanan pertama dibatalkan sepihak setelah tunggu berhari-hari, pesanan kedua sampai malah diminta uang lagi sama kurir, padahal sudah lunas plus asuransinya. Pesanan ketiga sudah hari ke-5, tapi belum sampai juga.",1
ok,5
"dari duluuuu bagus.. dari segi pelayanan bagus.. tapi tolong, lebih hemat lg donk..",5
"parah nunggu lama banget tapi alasan tidak dapat driver padahal ini bukan plosok. di ulang² tetap g dapat driver.. tiap kapai kupon yg potongannya lumayan, selalu alasan tidak dapat driver",1
"sekarang nyari driver lama banget, pesen gofood juga drivernya ga dapet dapet, terus udahh susah dapet driver gaada kompensasi apa apaa pulaa, makin susah, makin lama.",3
bagus,5
"semoga makin nyungsep harga sahamnya. pesen makan, ga dapet2 driver sampe sejam. mau dibatalin kagak dibolehin. mau pesen makan lain jadi gabisa karena takut ntar kedobelan. biadab. semoga cepet rungkad.",1
cepat dan amanah,5
mantap,5
Cari driver susah setengah mati ongkos mahal banget 2x lipat dobanding apk sebelah. mending ke apk sebelah,1
nama kota saya ga ada bos,4
terbaik,5
sekarang jarak dekat aja mahal meskipun nggak hujan,1
Memudahkan urusan makan tanpa harus memasak d rmh dn banx urusan dpt diselesaikan dg cepat,5
senang..mempermudah rencana sahur saya,5
sangat bagus,5
"kenapa ya akhir akhir ini susah bahkan ga bisa dapat goride padahal di sekitar map nya banyak berjibun driver.. ngga bisa pick up apa gimana. padahal ngga pake promo Lo, aku tahu pun perasaan driver gimana",5
Kenapa aplikasi gijek saya tidak bisa terbuka,1
gak ada akhlak ongkos biasa 30k sekarang naik jadi 100k bppkb ke kmayoran aji mumpung banget..!!! Bajay aja masih 35k,3
lama banget nunggunya,1
gampang banget main batal batalin aja,1
gausah heran tapi ini gojek mantul pokoknya,5
"driver gojek sekarang pada males"" semua kalo di waktu hujan deres atau lagi berbuka puasa gitu selalu tidak ada yg mau mengambil pesanan.",1
josjis pokoke mantappp 👍👍,5
apk ampas driver ga ada sama sekali,1
"sumpah ini app kenapa jadi kek rosokan gini dah, telpon gada tombol nya jdi ngebug,radar nya gajelas,dpt driver susah,driver juga kdng² ngeselin pdhl sini sama² susah nyari nya,telek banget lah",1
orang nya ramah semoga sehat selalu buat Abang nya,5
pliss tolong di cepatkan datang gojeknya lama kali aku sampe nunggu setengah jam,1
"aplikasi sampah , banyak bug",1
bagus,5
sering di cancel oleh driver. biaya mahal,1
Sangat membantu.. dan sangat mudah,5
"makin parah, asli parah banget skrg, goride sm gofood nya. Akhir² ini goride semakin susah dapet driver malah dikasih driver yg lokasi nya jauh, mesen gofood pun lama udh nungguin malah dbatalin berkali².",1
selalu lama mencari orderan,1
"makin kesini makin ke sana ini lama"" aplikasi macam ngk betul, padaha drivernya ada yang dekat, yang jauh malah di kasi teruss lama nunggunya, ujung-ujungnya censel",1
Aplikasi gojek nya tolong di tingkatkan lagi karena setiap hari saya order Driver nya selalu Tiba-tiba Cancel saya🤦,2
kurang baik,1
baik,5
"sumpah ya. makin lama makin susah dpt driver. sekali nya dapat malah jauh kali. gilak ni gojek. performa sangat turun sekali. parah, lambat.",1
minta tolong jangan cuek aja DRIVERNYA UDAH TAU INI PENTING!!,1
smg kedepannya bisa sukses Amin ya rabbal alamin tetap semangat,4
"sekarang sudah jadi aplikasi SAMPAH, Order gojek nyari driver muter2. padahal di map banyak tertera driver di sekitar, tapi loading lama nyari2 driver, begitu dapat lokasinya sangat jauh nunggunya lama. memangnya driver di sekitar cuma buat pajangan ya.",1
"driver banyak yg belagu sekarang,,pesanan diambil kita dah nunggu lama malah dicancel,,,ajarin lagi drivernya min",2
drivernya banyak yang gak niat,1
"kadang² susah dpt driver dan skalinya dpt driver mlh drivernya brmsalah bngt ngoceh sembarangan dan ga jls, giliran ga digubris mlh marahin custumer",3
"ngeselin banget, dalam seminggu min 2 x gak bisa dibuka aplikasinya. harus diunsintal dulu baru download lagi.",1
sangat membantu sekali,5
"kembali kan saldo paylater saya ,,saya tidak pernah telat membayar angsuran nya",5
👍,5
terima kasih sudah dengan sangat ramah mengantarkan kami,5
nyaman sudah sampai dengan selamat,5
"buat cs gojek, klo mesenin/pesan ride klo badan lu gede pake pilihan layanan comfort lah lu make reguler gak selamanya driver motornya besar, udh gitu gojek buat cansel orderan melebihi kapasitas harus tlp dulu lgi yg dimana makin ribet, jgn bikin ribet driver, klo mao cansel alesan pemilihan layanan gak sesuai harus ditlp sampe diangkat",2
kalau pesen makan sering gk dapet driver,1
"makin hari makin minus, cari driver susah amat, mana pada galak galak lagi kalau pake mode hemat",1
Saat ini sulit sekali mendapatkan driver di layanan gojek & gocar. Entah karena drivernya atau aplikatornya. Kalau sulit sekali begini ya mending naik angkot/ ojek biasa kaya jaman dulu lagi aja gpp.,1
oke,5
aplikasi paling bermamfaat,5
nyaman bngt punya aplikasi ini,5
Lumayan bagus,4
baik dan sopan sekali,5
Aplikasi GO-JEK sangat bermanfaat,5
"Kenapa ya tiap order ,pengemudi nya jaraknya sangat jauh..",1
"perbaikan gak argo lu anjir gojek sekarang, soalnya makin parah",1
"gojek sekarang ini aneh,ganti metode pembayaran gabisa,pilih titik jemput juga susah",1
sangat membantu,5
mantap,4
mantap,5
mantab,5
lah susah cari driver pilih² kebanyakan,1
ramah,5
"cepat, dan ok pelayanannya",5
"Saya selalu pakai GOSEND akhir 2 ini mungkin sudah hampir 2 tahun lebih banyak pakai GOSEND. tapi sekarang kenapa ongkosnya naik. dibandingkan dengan aplikasi Kuning jauh sekali selisih harga. kalo selisih cuman 2 atau 3 ribu masih wajarlah ini mah hampir 100 persen. saya contoh saya pesan dari daerah Sorowajan, Jogja menuju daerah sekitar pasar Ngasem Jogja.. sebelumnya hanya 12 sampai 13 ribu. tapi sekarang malah 20 ribuan. padahal di aplikasi Max-win hanya 11 ribuan. ayolah kalian asli Indo",3
"sebenarnya ada g sich driver gosend nya 2x pesan kedua2nya sama cari driver disuruh tunggu 1,5 jm g muncul, dibatalin psn lagi ternyata podoae 🫩",5
wes sekarang sulit dapat drivernya males pesen di gojek,1
orang² maruk ama duit,1
baik,4
"terbaik , dengan harga yang variatif lebih terjangkau , dan pengoperasian aplikasi mudah dan ga rumit. mantap terus berkembang 👍",5
"mantap, kalau bisa kasih promo yg lebih murah lagi",5
"tolong ya gojek manusiakan juga mitra anda,,ga usah lah pakai hemat hemat segala emang dikata tu motor mitra ga ada rawatan servis,oli,ban,dll pikirin juga mitra anda jgn cari untung sendiri",2
nyaman dan aman,5
sangat membantu dalam hal transportasi urgent,5
driver nya ramah tamah,5
lama bgt dapat gojek ya,1
"pesanan kurang tidak di bantu, pembayaran full tapi item pembelian tidak lengkap, minta bukti foto harus beraturan padahal sudsh fotokan makanan yg sudah di buka dan malahan sudah di makan sebagian, klo kayak gink aplikasi ini merugikan driver dan custumer pastinya, sudah buat komplen cuman tetep minta foto, klo bisa kirim capture hasil chat dan menu pesanan gw simpan dsini",1
pelayanan cukup memuaskan,5
"good job,,,",5
oke bagus banget udah manteeeeeewwp baaaangggeeeeeet,5
lamban gosendnya,1
mantap,5
ok,5
ga gerak di driver,1
kenapa para driver sekarang susahnya minta ampun ya? apalagi kalo pesan gofood. tolong kerjasamanya lagi lah,2
bagus baik,5
josss,5
buseettt pesen ojek aja laaamaaaa benerrrrrrr,3
mantap lah pokoknya gojek sangat membantu saya,5
Alhamdulillah aplikasi memudahkan dlm aktifitas bepergian. terima kasih,5
gojek gofood memudahkanku biar bisa mokel,5
"gojek sekarang kejam, kejam ke driver, kejam ke user. harga mahal ga masuk akal. gosend apalagi sameday ga akan di pickup. jahat asli",1
Gosend cepat,4
"aplikasi kikir, sengaja berlangganan gojek plus karena banyak promonya, pas udh dibeli zonk gada bedanya make promo atau ga, mau go food pun sama aja make promo atau ga bedanya ga jauh, mndg gausa berlangganan sekalian promonya mirip mirip kek promo biasa, kirain kaya si ijo sebelah promonya real. udh lama si ini baru sempet ubah rating aja",2
pokoknya mantap,5
"percuma ada diskon atau promo juga, driver pada ga mau ngambil pas dapet promo 20rb padahal ga jauh2 amat...",2
"susah bgt skrng dapet driver, sekalinya dapet kok driver nya susah di chat hadehhh",1
sangat membantu,5
alhamdulillah nga pernah kecewa kalo order gocar,5
puas dengan pelayanannya,5
"kebijakan ke driver nya gimana sih? tambah lama, dapet driver nya dengan lokasi yg jauh. mau komplen ke Driver, tapi kasian juga mereka begitu karena sistem nya. perbaiki lah, jgn asal nyomot hak driver gede aja",4
